"Time","Events","ExG97","ExG98","ExG99","ExG100","ExG101","ExG102","ExG103","ExG104","ExG105","ExG106","ExG107","ExG108","ExG109","ExG110","ExG111","ExG112"
0:18:12.822,,0.368,-0.483,-1.213,-0.943,2.059,-1.725,-0.176,0.919,0.401,-1.710,0.011,1.118,0.701,-1.188,-0.930,2.868
0:18:12.822,,-1.788,-0.231,0.911,-0.711,0.720,-0.262,0.744,1.105,1.409,0.334,0.438,-1.539,0.860,-1.244,-1.447,0.679
0:18:12.823,,-2.530,0.790,-0.244,-0.102,0.061,1.495,2.227,0.657,0.887,-0.383,0.649,1.072,-0.212,-1.908,-1.717,-0.697
0:18:12.823,,-2.916,-0.717,0.698,-1.296,0.097,0.783,1.294,0.737,-0.641,0.735,0.129,1.789,0.239,-0.540,-0.065,-0.246
0:18:12.824,,-1.455,-0.492,2.063,0.184,2.528,0.779,-0.571,-0.556,-0.590,1.580,-0.884,2.671,-0.190,-2.605,-0.941,-1.545
0:18:12.824,,-2.130,0.960,3.817,0.365,0.150,-0.128,0.501,-0.208,1.113,-0.042,0.167,1.715,1.412,-1.858,-3.198,-2.546
0:18:12.825,,-1.725,0.726,1.133,1.179,1.025,0.498,0.841,1.021,-0.492,-1.033,0.805,0.806,0.644,-0.155,-3.649,-1.667
0:18:12.825,,-3.799,1.188,1.524,-0.366,-0.190,1.702,1.546,-0.993,2.562,-1.337,2.035,-1.315,-0.684,1.048,-2.204,-0.678
0:18:12.826,,-2.457,2.280,1.430,-0.918,1.478,0.194,1.074,-0.426,-1.132,0.049,-0.213,-2.019,-0.095,1.328,-0.800,0.355
0:18:12.826,,-1.918,1.005,1.435,-2.209,-2.043,-1.291,0.835,0.020,-2.695,0.654,-0.648,1.561,1.974,-0.246,2.075,1.582
0:18:12.827,,-3.436,0.714,-0.255,0.857,-0.885,0.737,-0.594,0.788,1.292,0.135,2.225,-1.451,0.106,-0.905,1.856,-1.316
0:18:12.827,,0.114,0.052,0.169,1.294,1.013,2.134,0.719,0.953,1.145,-0.981,-1.791,-0.967,-0.933,-0.534,-1.268,-1.239
0:18:12.828,,0.203,1.721,0.064,1.327,2.106,0.758,1.506,-0.139,-0.884,-0.509,-1.836,1.327,-2.331,-1.607,-3.022,1.249
0:18:12.828,,-1.380,1.236,0.262,-0.172,0.922,1.201,1.906,-0.524,0.019,-0.491,-0.645,-1.600,-1.901,1.315,0.574,-0.613
0:18:12.829,,0.254,-1.627,-0.077,-1.119,0.093,0.829,0.730,-1.445,-0.315,1.276,0.719,-1.244,-0.178,2.277,0.073,-0.221
0:18:12.829,,1.103,-1.080,0.165,-1.367,1.397,2.183,2.271,0.120,-4.198,0.401,-1.451,-2.349,0.976,0.554,1.273,0.008
0:18:12.830,,0.872,-1.398,1.582,0.480,1.126,-0.284,0.745,2.806,-1.990,-0.365,-1.762,-0.069,-1.499,-0.424,-0.019,0.290
0:18:12.830,,-0.779,-1.424,1.652,0.227,-1.486,-0.354,-0.247,1.588,0.666,-1.188,-0.875,0.172,-0.633,1.517,1.556,-0.352
0:18:12.831,,0.461,1.337,-1.777,0.923,-0.558,-0.159,2.368,0.671,0.274,-2.874,-2.816,2.048,0.224,0.931,-0.884,-0.048
0:18:12.831,,-0.398,1.355,-2.254,0.163,0.095,-0.996,1.449,0.508,-0.789,-0.929,-1.717,1.258,2.059,0.793,-1.002,0.511
0:18:12.832,,1.429,2.320,-1.293,0.974,1.380,-0.444,0.413,-1.010,-5.661,-1.189,-1.312,2.002,0.008,0.645,0.296,1.525
0:18:12.832,,-0.486,1.107,-1.127,2.071,0.106,1.430,1.001,0.022,-3.388,-1.081,-0.780,-1.236,1.632,0.977,0.194,-0.548
0:18:12.833,,-1.357,-0.255,1.821,0.513,0.913,0.708,2.478,1.326,-0.076,-0.569,-1.159,-1.075,-1.402,-1.927,-0.123,0.259
0:18:12.833,,-0.762,0.082,-0.292,1.074,0.413,-0.042,1.147,2.061,0.331,-1.822,-0.989,1.378,-2.196,-0.965,1.074,-0.596
0:18:12.833,,2.789,0.605,1.015,0.933,0.803,1.116,0.884,0.045,1.122,-2.829,-3.079,-1.782,-0.349,-0.503,-0.281,-0.584
0:18:12.834,,1.475,-1.056,0.365,1.716,-0.120,0.320,0.506,0.735,-0.728,-0.735,-1.027,-0.870,-1.191,0.110,0.857,-0.243
0:18:12.834,,-0.736,0.515,-0.423,3.776,-1.774,0.121,-0.274,0.677,0.451,-1.674,-2.316,-1.296,0.931,0.067,0.781,1.139
0:18:12.835,,1.482,2.731,0.183,1.584,-0.692,-0.180,1.247,-0.127,-0.274,-2.127,-2.869,-2.860,2.139,0.845,-1.506,0.302
0:18:12.835,,1.029,2.310,-0.033,0.045,0.754,0.424,2.027,0.639,-0.962,-2.427,-2.556,-2.797,0.959,1.876,-1.651,0.289
0:18:12.836,,0.401,1.629,-0.909,0.892,-0.291,0.201,0.236,0.740,-0.847,-1.435,-4.577,-1.149,-0.057,2.804,0.448,1.828
0:18:12.836,,0.990,-1.322,0.217,2.299,-1.265,-0.819,-0.532,2.220,0.985,0.012,-1.169,-1.671,-0.646,0.758,-1.290,1.181
0:18:12.837,,-0.151,-0.550,-0.300,1.310,-0.303,0.349,0.095,-0.379,0.581,-0.026,0.243,0.819,-0.161,0.559,-2.522,0.523
0:18:12.837,,2.199,-0.788,-1.182,2.639,1.892,-2.754,0.239,0.501,0.801,0.399,-1.129,0.432,-2.039,-1.200,-0.073,0.087
0:18:12.838,,-1.482,-1.593,-0.865,1.501,-0.427,-0.944,-1.240,0.050,0.447,1.001,1.154,0.827,1.813,1.000,-0.590,-0.649
0:18:12.838,,-0.619,1.767,-1.080,0.182,-1.863,-0.512,0.531,0.794,1.558,-1.058,1.564,0.753,-0.107,1.019,-2.075,-0.953
0:18:12.839,,0.186,0.864,1.968,0.865,-1.279,-0.240,-0.136,-0.760,-0.256,0.393,-0.996,0.643,-0.377,-0.336,0.927,-1.551
0:18:12.839,,0.761,-0.188,0.093,-0.472,-0.570,-1.207,-0.723,-0.026,0.128,0.413,0.686,-1.268,2.393,0.684,-0.647,-0.173
0:18:12.840,,1.700,1.488,1.196,-0.162,-2.137,-1.522,-0.848,-0.928,0.380,0.164,0.317,-0.450,1.548,-0.514,-0.734,0.455
0:18:12.840,,-0.449,-0.571,0.242,-0.602,0.779,-2.223,-1.407,0.351,1.452,-0.583,1.685,0.212,-1.102,0.943,1.069,0.130
0:18:12.841,,3.276,0.390,0.668,-0.741,-0.047,-3.670,0.904,1.470,0.914,0.131,0.338,-0.037,-2.397,0.421,0.439,-1.929
0:18:12.841,,2.482,-1.211,1.314,-0.964,0.580,-1.351,0.166,0.662,0.438,0.160,0.336,-0.268,0.198,1.065,-0.707,-3.003
0:18:12.842,,1.882,1.048,1.085,1.724,-0.378,-1.752,0.094,-1.724,0.659,0.139,0.207,-0.985,-0.354,0.196,0.350,-2.183
0:18:12.842,,-0.019,1.630,0.244,-0.619,-0.427,-3.063,1.856,-1.033,1.467,1.223,-0.825,1.290,-0.930,-0.138,-0.089,-0.434
0:18:12.843,,1.052,-0.432,-0.685,-0.605,-1.131,-1.231,0.692,0.303,-1.906,-0.209,0.461,0.029,0.874,2.045,1.272,-0.393
0:18:12.843,,1.886,-1.737,-0.572,0.654,-0.688,-3.154,2.099,-0.292,1.193,-1.628,0.438,1.400,0.165,1.336,0.293,-1.502
0:18:12.844,,1.632,-1.745,-0.839,-0.498,-3.012,-1.806,1.643,-0.973,0.160,0.413,-1.038,2.697,3.053,-1.829,3.641,-1.424
0:18:12.844,,2.423,0.787,1.894,0.161,-2.554,-1.438,2.561,-0.976,1.520,1.088,-0.939,0.739,0.000,-0.831,-0.394,-4.049
0:18:12.845,,0.451,0.369,0.653,-0.715,-1.252,-1.669,1.781,0.599,0.500,-0.018,-2.234,1.905,0.662,1.364,-0.326,-2.113
0:18:12.845,,1.386,2.023,0.051,-1.856,0.441,-1.326,0.555,-1.132,-1.397,-1.564,-1.360,-0.274,2.611,2.171,-0.042,-0.298
0:18:12.846,,2.171,0.900,0.941,-1.344,0.301,-0.626,0.297,-0.140,-0.796,-0.330,-0.006,-0.467,1.348,-0.847,-1.286,-0.054
0:18:12.846,,0.681,1.061,-0.815,-2.132,1.527,-0.525,0.395,1.728,-0.389,1.044,1.007,-2.690,0.232,-0.483,-0.795,0.077
0:18:12.847,,1.189,0.018,1.459,-0.304,-0.774,0.413,0.695,1.235,0.899,0.379,0.531,-1.607,0.226,-1.388,-1.583,-1.348
0:18:12.847,,-0.233,0.582,0.517,-2.797,-1.417,-0.254,0.892,2.028,-1.347,0.882,-0.577,0.019,0.662,0.958,-0.842,1.025
0:18:12.848,,-1.345,1.696,-0.459,-1.588,-1.014,-0.634,0.331,0.611,-0.322,1.764,-0.747,0.261,0.050,0.696,0.593,-0.003
0:18:12.848,,1.126,1.885,2.061,-1.624,1.040,-1.993,0.960,-0.338,-0.198,-1.971,0.491,-0.755,-0.812,-0.050,1.083,-0.917
0:18:12.849,,4.538,-0.729,-1.320,-0.677,-0.785,-0.739,0.178,0.326,2.194,-2.593,1.332,0.054,0.243,-0.031,-0.678,-1.408
0:18:12.849,,3.745,1.776,-0.278,-1.057,0.261,2.468,-0.253,-0.759,-1.485,-2.819,0.975,0.089,-1.110,-0.693,-1.163,0.192
0:18:12.850,,0.949,1.498,1.205,-0.738,0.045,-0.349,-0.640,0.558,-0.367,-2.016,-0.362,-1.579,-0.952,0.437,2.522,-0.183
0:18:12.850,,0.013,2.360,1.340,-0.957,0.442,0.248,0.654,0.346,0.255,-2.126,0.575,-4.822,0.783,-2.263,2.207,0.825
0:18:12.851,,0.702,0.308,-0.597,1.883,0.958,-1.059,2.564,0.530,-1.884,-3.175,-0.012,-2.517,-1.627,-0.092,2.963,0.932
0:18:12.851,,2.362,0.257,1.220,-0.390,-0.033,-2.702,1.335,1.425,-1.297,-3.522,-1.704,-1.695,0.232,0.519,1.449,2.543
0:18:12.852,,2.777,1.812,2.032,-1.824,1.148,-1.032,1.496,1.271,-0.706,-3.113,0.649,-1.864,-2.428,0.549,-1.399,0.586
0:18:12.852,,2.086,0.946,0.327,0.017,-0.550,-0.570,-0.138,0.071,-1.968,0.226,-0.165,-0.270,-0.132,-0.860,0.112,0.974
0:18:12.853,,2.097,2.716,1.856,0.814,-0.883,-0.516,0.710,-1.771,-2.989,0.931,-2.901,0.150,-0.143,-0.899,-0.895,1.780
0:18:12.853,,0.320,1.306,1.344,-1.673,0.335,-0.533,1.493,-0.289,-1.010,-1.479,-1.869,-0.006,-0.157,-1.878,3.762,0.235
0:18:12.854,,-0.314,2.157,-2.051,-0.445,0.585,-2.371,-1.082,-0.775,1.557,1.516,-0.221,-2.580,1.429,0.461,1.483,0.736
0:18:12.854,,-1.013,2.422,-2.706,-1.431,1.293,-0.278,0.499,-0.078,-0.379,1.505,-0.379,-1.891,1.850,0.333,-0.618,0.840
0:18:12.854,,-1.220,2.229,-0.107,-0.686,-1.025,-1.859,1.610,-0.112,0.174,2.210,0.050,-2.163,2.564,-0.312,-1.987,0.548
0:18:12.855,,0.472,1.849,2.292,0.133,-0.913,-0.261,1.291,-0.280,-1.354,-1.461,1.122,-1.908,0.703,-0.009,-3.148,1.506
0:18:12.855,,1.879,3.565,0.923,-0.940,-1.187,1.077,1.392,0.553,-0.380,-0.734,-0.783,-0.635,-1.408,-1.321,-1.307,-0.739
0:18:12.856,,1.633,1.941,0.699,-1.233,-0.451,0.409,1.884,0.643,0.882,-2.279,-1.578,-1.511,-1.547,0.732,-0.320,0.099
0:18:12.856,,-1.741,0.621,0.396,1.153,-0.864,-1.044,1.019,1.241,2.767,-1.008,-0.225,-3.055,-2.666,1.994,0.925,0.423
0:18:12.857,,-0.177,1.156,-0.207,0.768,1.063,-1.063,-0.869,2.405,0.392,0.745,-0.769,-4.873,0.575,1.041,-1.138,0.919
0:18:12.857,,-0.169,0.773,0.180,-0.326,-1.720,-0.183,1.706,-0.162,1.685,2.673,1.082,-3.318,-1.693,-0.001,0.639,-1.262
0:18:12.858,,2.115,3.794,-0.488,-1.488,-0.810,-0.648,0.107,-1.056,0.827,0.779,1.525,-1.928,-2.376,-1.289,-0.728,1.669
0:18:12.858,,1.528,2.767,-2.051,0.050,0.377,-1.517,1.426,0.584,1.768,-0.859,0.566,-1.793,-0.825,-1.089,0.694,-1.563
0:18:12.859,,2.936,1.297,-2.046,-1.463,-1.689,-1.275,-0.579,0.658,2.134,2.747,1.544,-2.976,0.391,-0.131,-1.541,-0.031
0:18:12.859,,0.433,0.054,-3.279,-1.507,-2.091,0.082,0.351,0.626,1.306,3.494,2.037,-1.413,0.265,0.937,-0.577,-0.778
0:18:12.860,,-1.325,-0.326,-1.625,-1.516,-0.467,-0.947,2.593,1.303,2.337,0.911,1.796,-0.299,-1.772,0.176,0.555,-1.401
0:18:12.860,,1.457,-0.793,-1.724,-2.782,-0.397,-1.221,-0.492,-0.438,3.693,2.077,3.536,0.644,-1.371,-0.969,0.998,-2.290
0:18:12.861,,0.469,-0.519,0.208,-2.147,-0.468,0.723,-0.209,0.856,2.662,0.284,2.424,0.124,-1.926,-0.840,-0.728,-0.819
0:18:12.861,,-0.082,-0.713,-0.374,0.154,0.308,0.909,-0.020,-0.913,3.049,0.450,0.417,-0.056,0.758,-1.235,-1.568,-1.103
0:18:12.862,,-1.873,0.829,0.189,-1.209,-2.336,-0.503,1.621,0.972,2.230,3.387,2.049,1.519,-0.061,-1.931,-1.781,-3.142
0:18:12.862,,-1.560,1.436,0.311,-1.253,0.571,1.658,-0.681,0.791,0.122,2.894,3.900,0.441,-1.950,-2.944,-1.655,-1.936
0:18:12.863,,-0.379,0.912,-1.988,-2.579,-0.743,0.041,2.006,-0.532,2.030,0.765,1.371,2.658,-1.537,-1.528,-0.836,0.232
0:18:12.863,,0.145,2.154,0.057,-2.581,-0.883,0.426,0.675,-0.882,2.653,0.511,0.929,1.457,-1.151,-0.213,-2.595,-0.578
0:18:12.864,,-0.346,0.890,-0.635,-2.167,0.565,-0.232,1.616,-0.380,1.414,0.451,-1.295,1.004,1.042,-1.814,-0.746,0.728
0:18:12.864,,-3.385,-1.454,1.070,-0.862,2.059,1.072,2.955,-1.757,0.383,-0.857,1.193,0.529,0.856,-0.014,-0.437,-1.393
0:18:12.865,,-3.578,-1.093,0.079,-0.370,-0.347,1.253,0.686,0.323,1.634,1.761,2.172,-0.255,-1.320,0.952,-0.767,-1.058
0:18:12.865,,-3.789,0.366,0.083,-1.051,-0.004,0.221,2.349,-0.222,0.453,0.757,0.487,-0.215,0.627,0.764,-0.845,0.042
0:18:12.866,,-1.700,-1.653,-1.603,-2.072,-0.923,0.185,2.289,0.406,-0.616,-0.058,1.043,0.643,2.788,-0.491,1.063,0.737
0:18:12.866,,0.007,0.276,0.408,-0.460,0.456,0.638,-0.586,-1.312,-0.783,-0.637,-0.407,1.207,-0.051,0.317,0.388,0.577
0:18:12.867,,-1.701,-0.393,1.609,0.680,2.546,-1.435,-0.205,1.777,-0.343,-0.169,1.614,0.110,-1.981,-1.816,0.601,-0.960
0:18:12.867,,-1.457,1.815,0.274,1.801,1.699,0.826,0.532,-0.736,-0.075,-0.772,1.250,-1.457,-2.623,-1.570,1.971,-1.359
0:18:12.868,,0.483,0.775,1.056,1.051,-1.500,-1.290,-2.562,-1.322,0.790,2.777,-1.149,1.083,-0.638,1.955,-0.864,-0.539
0:18:12.868,,3.023,-0.825,0.584,0.681,0.593,-2.708,-1.948,-0.732,-0.588,0.732,1.395,-1.113,0.474,0.391,-1.256,1.333
0:18:12.869,,0.924,-0.704,-1.137,-0.376,-1.880,0.451,0.874,-0.259,2.223,-2.698,2.694,-1.622,-0.697,0.394,1.109,0.648
0:18:12.869,,0.242,-1.103,-0.451,1.407,-1.802,-0.847,-1.490,-0.995,1.623,1.221,0.838,-0.816,0.902,-1.249,0.027,2.588
0:18:12.870,,1.871,-0.341,-0.747,0.665,-1.457,0.292,-1.910,-0.388,-0.628,1.023,2.278,-1.232,-0.276,0.583,-0.073,0.356
0:18:12.870,,0.751,-1.351,0.724,0.510,0.046,1.117,-3.524,0.688,0.513,0.015,0.730,-2.389,2.247,-0.167,0.111,-0.146
0:18:12.871,,-0.682,0.649,0.378,-1.161,0.078,-0.562,-2.577,0.700,2.216,0.462,-0.296,-1.335,-0.408,0.195,1.188,1.264
0:18:12.871,,-0.488,-0.385,0.368,-0.795,-2.065,-2.662,-0.844,-2.500,2.637,1.422,-0.164,-0.977,2.885,1.617,0.301,1.632
0:18:12.872,,1.643,1.025,-0.085,1.710,-1.626,-2.391,-3.599,-2.266,0.761,0.268,0.646,-0.014,1.964,0.444,0.626,0.785
0:18:12.872,,0.960,-0.999,-2.534,1.060,-2.172,-0.966,-2.463,-1.527,1.011,1.160,-0.322,1.577,0.251,2.419,1.201,1.421
0:18:12.873,,1.429,-0.415,0.217,0.047,-2.134,-0.483,-0.079,-0.837,0.977,0.725,-0.867,-1.049,0.064,-0.520,0.716,2.225
0:18:12.873,,-1.703,-1.108,-0.413,-1.020,-2.989,-0.175,-0.496,-0.867,2.596,1.075,0.171,0.461,0.581,0.535,2.255,1.228
0:18:12.874,,-3.155,-0.461,0.624,-0.835,0.732,0.337,3.563,-1.677,1.353,0.227,-0.332,-1.253,0.213,0.074,2.362,-1.845
0:18:12.874,,-1.021,1.078,-0.061,0.252,0.980,-0.653,2.742,-1.206,1.224,-0.855,-0.022,-0.597,0.820,-1.224,0.292,-1.845
0:18:12.875,,-0.079,2.494,-1.281,-0.131,-2.166,0.563,1.844,-0.912,0.520,-1.083,-0.143,1.269,0.296,0.623,-1.850,-0.075
0:18:12.875,,-0.154,1.516,0.470,0.757,-4.133,0.210,-0.970,-0.498,0.898,-0.654,1.794,1.810,1.591,-1.624,-0.550,-0.469
0:18:12.875,,1.242,-0.901,0.518,1.336,-2.402,-1.444,-1.205,0.742,0.158,0.625,0.810,1.153,0.379,0.243,-1.938,0.819
0:18:12.876,,0.045,0.240,0.199,0.150,-0.809,-2.447,-1.317,-0.737,1.617,0.903,-0.244,1.737,0.228,0.830,-0.772,0.446
0:18:12.876,,0.312,0.149,0.009,-0.265,-0.476,0.197,-1.267,-2.432,2.333,-0.165,0.191,0.948,0.555,0.204,1.531,-1.812
0:18:12.877,,0.792,0.259,0.868,-1.092,-0.940,-0.284,-0.957,-1.554,0.581,1.424,-0.271,2.262,-0.994,-2.041,1.216,0.689
0:18:12.877,,0.722,0.257,0.541,0.960,-2.090,-1.913,-0.932,-1.929,1.675,1.455,-0.165,1.270,-1.205,-0.638,0.708,1.207
0:18:12.878,,-0.067,1.066,-0.271,1.875,-0.569,-2.714,0.405,-1.380,-0.534,1.737,1.630,-0.240,-1.418,-0.760,2.365,-1.253
0:18:12.878,,0.376,-0.374,2.370,2.576,-1.113,-2.111,0.488,0.691,1.235,0.748,0.899,-1.763,-1.744,-0.387,0.501,-2.365
0:18:12.879,,1.558,-0.666,1.026,1.445,-2.194,-1.580,-1.223,1.428,1.262,1.464,0.398,1.484,-2.371,0.219,-1.196,-1.038
0:18:12.879,,0.546,2.180,-0.884,0.077,-4.271,-1.987,0.317,1.471,2.469,-0.553,0.653,1.060,0.815,0.444,0.106,-2.495
0:18:12.880,,1.471,0.256,0.382,-0.429,-1.436,-0.486,0.071,1.176,1.976,1.226,2.023,1.181,-1.259,-1.361,-0.808,-3.918
0:18:12.880,,0.552,-0.723,1.704,1.057,0.196,-0.013,0.891,0.023,0.893,0.642,-0.235,-0.191,-0.432,-0.672,-1.693,-1.896
0:18:12.881,,1.770,1.277,-1.653,1.332,0.553,-1.148,0.103,1.076,0.377,-0.644,-0.092,0.943,-0.348,-0.928,-1.310,-1.274
0:18:12.881,,2.335,2.674,0.012,1.170,-0.892,-1.421,-0.769,0.038,-0.542,-0.412,0.580,3.262,0.431,-2.409,-1.969,-2.179
0:18:12.882,,-1.158,4.616,0.104,3.170,-2.428,0.138,-1.772,0.007,1.133,0.614,-0.341,0.858,-0.533,-1.590,-1.840,-1.086
0:18:12.882,,1.591,2.003,0.377,2.981,-2.393,-1.377,-1.817,-1.355,2.043,0.727,0.052,-0.363,-1.037,1.707,-1.322,-1.838
0:18:12.883,,4.169,-0.622,1.569,2.003,-0.980,-0.844,-2.821,-0.680,0.206,0.661,0.102,2.245,-2.169,1.517,-1.210,-3.180
0:18:12.883,,3.468,0.995,1.118,0.711,0.541,0.683,0.140,-1.412,-0.410,-1.147,-1.395,2.400,-1.256,-0.882,-1.017,-2.536
0:18:12.884,,2.180,-0.168,1.236,1.312,-1.294,-1.665,0.269,0.211,0.118,0.114,-0.368,1.811,-0.091,-0.403,-1.625,-1.618
0:18:12.884,,0.257,-0.096,1.120,0.128,-2.393,-1.400,0.386,0.737,-0.185,0.576,1.151,0.865,0.390,0.429,0.180,-2.023
0:18:12.885,,-0.347,-2.522,-0.601,0.224,1.231,-1.144,-1.915,-0.128,0.385,-0.559,-0.310,2.736,1.318,1.338,-0.645,0.925
0:18:12.885,,1.336,-0.790,-0.525,0.613,0.390,-1.099,-1.760,-0.724,0.383,-0.612,-0.061,0.633,1.356,1.205,-1.361,0.912
0:18:12.886,,0.948,-0.519,1.517,0.358,0.936,0.227,-0.291,-2.295,-0.598,-2.552,-0.167,-0.263,0.860,0.416,0.244,1.140
0:18:12.886,,1.583,1.157,1.447,0.472,1.001,0.467,-1.730,-2.129,-0.336,-0.967,-0.762,-1.197,1.102,-0.992,1.551,-0.566
0:18:12.887,,-1.494,-0.484,2.082,-0.557,0.176,-2.137,-0.673,0.949,-0.025,0.611,-2.042,2.826,1.438,-0.415,1.208,-1.358
0:18:12.887,,0.467,-0.119,0.792,0.263,0.185,-2.618,-0.368,0.534,-0.027,0.546,-0.034,0.630,-1.547,0.609,1.192,-0.623
0:18:12.888,,1.920,2.588,1.051,0.310,0.520,-0.354,-0.412,0.636,0.500,0.017,-0.657,0.683,-2.283,-1.147,-1.394,-1.898
0:18:12.888,,0.043,3.350,1.424,-1.534,-1.418,-0.207,-0.249,1.574,0.085,0.707,-0.564,0.734,-0.431,-0.700,-0.994,-1.731
0:18:12.889,,1.895,1.706,-0.029,-1.624,-1.805,0.842,-0.030,2.557,-0.243,-0.643,0.119,-0.152,-0.369,-0.065,-0.948,-1.147
0:18:12.889,,2.196,1.396,-0.008,0.476,0.593,-0.325,-0.122,1.032,-0.267,-1.008,-0.703,-1.837,-0.883,-0.766,-0.357,0.698
0:18:12.890,,0.735,0.236,-0.109,-1.160,2.232,0.346,-0.037,1.154,0.283,-1.982,-1.809,3.173,-1.765,-0.605,-0.269,-0.327
0:18:12.890,,-0.967,1.282,-0.689,-1.711,-0.938,-0.773,-1.070,-0.472,0.351,0.378,2.020,1.896,-1.006,-1.023,1.477,1.133
0:18:12.891,,-1.458,-0.697,-0.525,-2.332,-0.663,-0.223,-0.065,-0.107,-0.302,0.593,0.026,0.645,0.741,0.042,2.993,1.455
0:18:12.891,,-0.061,0.067,-0.401,-0.712,0.099,-2.793,0.152,-0.121,-0.901,-0.435,1.670,0.025,0.271,0.599,1.513,0.969
0:18:12.892,,1.823,0.763,-0.111,-0.550,0.250,-1.928,-0.149,1.616,1.547,-1.965,-0.549,1.816,-0.965,-3.117,-0.094,1.565
0:18:12.892,,0.903,1.895,-0.962,-0.408,1.168,-1.187,-0.277,0.305,0.405,-0.583,-1.058,1.437,-1.367,-0.729,-0.487,1.071
0:18:12.893,,0.513,-0.694,0.608,1.957,0.393,-2.752,0.593,-0.988,1.260,-0.521,0.701,-0.169,0.797,-2.420,-1.970,2.633
0:18:12.893,,-0.557,0.536,-0.461,-2.329,-0.044,-0.924,0.462,0.394,1.688,1.996,1.576,-0.186,0.565,-1.372,-1.606,0.213
0:18:12.894,,-1.473,-1.465,2.072,-0.959,-1.151,-0.746,0.970,1.618,0.162,0.964,0.465,0.091,1.899,-0.520,-0.863,-1.110
0:18:12.894,,0.585,-1.785,0.137,-0.325,-0.113,1.239,0.080,1.134,0.224,-1.423,-0.806,0.934,-1.020,-1.028,2.239,-0.185
0:18:12.895,,1.818,-1.527,0.369,-0.151,1.059,0.068,-1.935,-0.502,1.139,-1.864,-1.146,1.302,1.071,-1.565,1.175,0.695
0:18:12.895,,-1.138,0.807,-2.131,-0.955,-2.626,-0.837,-0.643,-0.255,2.236,0.160,-1.180,2.846,1.746,-0.728,1.127,1.480
0:18:12.896,,0.530,0.856,0.709,-0.182,-4.128,-0.514,1.202,0.222,0.928,1.471,-2.355,0.419,0.689,-0.720,0.259,0.571
0:18:12.896,,0.998,-1.054,1.990,0.930,-1.424,-0.365,0.400,0.662,0.384,-1.148,-1.728,1.385,2.220,-2.587,0.468,-1.135
0:18:12.896,,1.824,-0.362,0.732,1.055,-1.261,-0.790,-0.311,0.289,1.079,-0.536,1.173,1.848,0.474,-1.287,-1.050,-2.880
0:18:12.897,,0.839,-0.865,0.212,-1.503,-1.149,0.438,-1.252,0.128,0.025,0.187,0.760,3.516,0.262,-0.460,0.204,-1.210
0:18:12.897,,1.094,-1.287,1.373,0.414,-1.400,-1.730,-1.360,-0.172,-0.023,-1.197,0.142,1.569,1.742,-3.045,1.939,2.013
0:18:12.898,,5.257,0.941,2.695,0.029,-1.728,-3.121,-0.510,-0.759,-1.334,-1.548,-0.996,1.504,0.381,-2.377,0.584,0.961
0:18:12.898,,2.946,0.436,-0.367,0.708,-0.962,-1.615,0.887,-1.172,-2.562,-0.006,0.104,-0.039,0.002,-0.986,2.393,0.222
0:18:12.899,,2.179,0.503,-1.787,1.756,-0.236,-1.959,-0.385,-0.306,-2.969,0.285,-0.598,-0.073,1.669,-0.453,1.147,1.152
0:18:12.899,,1.776,-0.189,-1.017,0.834,-0.027,-2.054,-0.466,0.796,0.874,1.038,1.156,-0.294,0.182,-0.229,-2.853,0.599
0:18:12.900,,1.332,-0.622,-0.630,1.347,-3.605,-1.847,-1.136,-0.589,1.039,0.685,1.916,1.745,0.841,0.366,-1.557,0.676
0:18:12.900,,-1.464,0.073,-1.241,-0.284,-2.999,0.257,-0.045,0.794,0.897,-0.609,-0.621,4.542,2.190,0.433,-2.168,0.286
0:18:12.901,,-1.208,-0.697,-1.165,-0.894,0.720,-0.268,-0.335,1.616,-0.700,0.779,-0.769,1.765,-0.516,0.373,-0.296,1.604
0:18:12.901,,1.117,0.377,-0.532,0.159,-1.208,-0.998,-0.712,2.151,-0.071,0.853,-1.450,1.861,-1.694,1.261,-1.921,0.903
0:18:12.902,,2.091,0.738,-1.679,1.834,-0.631,0.460,0.396,0.463,-0.007,-0.699,-1.456,1.608,0.036,-2.000,-0.680,-0.566
0:18:12.902,,1.123,-0.169,-1.240,2.435,-2.287,0.496,0.979,2.227,-0.004,-1.786,0.932,0.139,0.589,-0.815,-1.931,-0.599
0:18:12.903,,1.302,0.169,-0.572,1.491,-1.650,0.381,1.011,1.273,1.289,-1.052,-0.909,-0.493,1.005,-1.486,-0.385,-1.315
0:18:12.903,,2.071,-2.286,-0.407,-0.261,-1.267,1.640,1.936,2.146,-0.492,-0.496,-1.255,0.224,0.060,-0.946,-0.491,-0.272
0:18:12.904,,1.009,-0.001,-0.779,-0.503,1.133,0.646,3.588,2.736,0.887,-1.120,-1.353,-0.617,-0.104,-1.796,-2.726,-1.016
0:18:12.904,,1.918,0.017,-2.474,0.368,2.739,1.552,3.610,0.745,-2.579,-2.476,-1.115,1.097,0.181,0.122,-2.901,-0.816
0:18:12.905,,-0.289,0.935,0.225,2.131,4.212,1.888,1.008,-1.033,-2.423,-1.242,-2.738,-1.153,0.546,-0.492,-0.615,-0.835
0:18:12.905,,-0.942,1.698,1.480,-0.146,3.375,0.472,0.776,-0.760,0.884,-1.303,-3.600,-0.881,-0.168,0.634,-0.698,-0.914
